Số báo danh,Toán,Văn,Ngoại Ngữ,Lý,Hoá,Sinh,Sử,Địa lý,GDCD
01003556,8.6,6.25,8.6,8,4.25,5.5,-1,-1,-1
01003557,7.8,5.25,6.6,7,4.25,6,-1,-1,-1
01003558,2.4,3.5,-1,-1,-1,-1,8,6.25,-1
01003559,7.4,8.75,6.8,-1,-1,-1,-1,-1,-1
01003560,6.8,8,7.5,-1,-1,-1,7,7.8,8.25
01003561,8.2,8.5,7.75,-1,-1,-1,6.75,9.6,8.5
01003562,7.2,7.5,7,-1,-1,-1,6.75,7.4,7.75
01003563,5.4,6,-1,-1,-1,-1,4.25,5.25,-1
01003564,9.4,9,6.25,-1,-1,-1,8,7.8,8.25
01003565,6.8,8.5,8.75,-1,-1,-1,6.75,9.4,7.5
01003566,6.8,8,6.75,-1,-1,-1,6.25,9.4,7.5
01003567,8,1.5,7,7.5,3.25,5.75,-1,-1,-1
01003568,8.4,7,6.5,-1,-1,-1,6.25,9,8
01003569,8.4,7.5,8.75,-1,-1,-1,8,8,9
01003570,7.8,8.75,8,-1,-1,-1,5.5,9.2,8
01003571,6,8.5,6.5,-1,-1,-1,7.25,7.8,9
01003572,8.6,2.5,8.8,8.75,2,6,-1,-1,-1
01003573,8,7.75,6.5,-1,-1,-1,6.25,9,7.75
01003574,8.4,8.5,9.25,-1,-1,-1,8.25,8.8,9.25
01003575,8.6,8.25,8.6,7.25,4.75,8.5,-1,-1,-1
01003576,4,7,-1,-1,-1,-1,5,5.75,-1
01003577,7,8.75,8,-1,-1,-1,8.5,8.6,8.25
01003578,7.2,9,6.75,-1,-1,-1,6.75,8.4,9
01003579,6,6.5,5,-1,-1,-1,7.5,5.8,8
01003580,7.2,8.5,8.5,-1,-1,-1,7,8.4,9
01003581,7.4,7.75,5.75,-1,-1,-1,7.25,9.4,8.5
01003582,6.6,7.5,7.75,-1,-1,-1,5.75,7.2,8.5
01003583,6.4,7.5,6.75,-1,-1,-1,6.25,7.6,7.75
01003584,7.8,9,7.75,-1,-1,-1,7.75,8.4,7.5
01003585,7.6,8.25,6.75,-1,-1,-1,6.5,5.6,8
01003586,8.4,7.5,5.5,-1,-1,-1,5.75,8.2,6.25
01003587,7.8,8.75,8.5,-1,-1,-1,8,8,8.25
01003588,7.6,9,7.25,-1,-1,-1,7,8.4,8
01003589,7.6,8.5,8.75,-1,-1,-1,8,8.8,8.75
01003590,7.8,-1,2,6,2.5,7,-1,-1,-1
01003591,2.8,6,-1,-1,-1,-1,2.75,7,-1
01003592,7.6,7.5,6.75,-1,-1,-1,6,6,8.25
01003593,5.6,7.75,6.5,-1,-1,-1,5.75,8.6,8.25
01003594,7.2,6.75,7.75,-1,-1,-1,7,7,8.75
01003595,7.2,8,7.5,-1,-1,-1,5.5,7.6,7
01003596,7.2,8.75,7,-1,-1,-1,6,8.8,8.25
01003597,7,5.5,3.75,-1,-1,-1,5.75,8,5.5
01003598,6.8,8.25,6.5,-1,-1,-1,7.5,6.8,8.5
01003599,7,7.5,7.5,-1,-1,-1,6.25,7.2,7.75
01003600,8.8,8.75,7.75,-1,-1,-1,7,8.8,7.5
01003601,7.8,3.25,6.2,6.25,3.25,7.75,-1,-1,-1
01003602,4,7.25,5.25,-1,-1,-1,6,8,7.75
01003603,8,7,8,-1,-1,-1,9.5,8.8,8.25
01003604,7,8,6.75,-1,-1,-1,6.25,8.2,8.5
01003605,7.4,7.75,6.75,-1,-1,-1,5.75,8.2,7.25
01003606,7.8,8,8,-1,-1,-1,-1,-1,-1
01003607,7.2,7.75,8.2,5.5,6.75,7,-1,-1,-1
01003608,8.4,7.25,8.5,-1,-1,-1,8.75,9,8.25
01003609,7.4,8.25,8.4,4.25,8.75,7,-1,-1,-1
01003610,7.8,7.5,7.5,-1,-1,-1,7.75,7.4,8
01003611,7.8,7.5,8.25,-1,-1,-1,7.25,8.8,8.5
01003612,5.6,8,2.75,-1,-1,-1,5.25,7,6.75
01003613,6.4,2.75,5.4,6.75,4.25,7.75,-1,-1,-1
01003614,8.2,7.5,8.25,-1,-1,-1,5.5,8.6,8.5
01003615,7.2,7,7.25,-1,-1,-1,7.25,6.4,9.25
01003616,7.4,8,7,-1,-1,-1,5.75,8.4,7.75
01003617,7.4,8,6.25,-1,-1,-1,6.25,8.8,8.25
01003618,6.2,7,8.75,-1,-1,-1,7,8.2,8.75
01003619,7.6,8,7.75,-1,-1,-1,7.5,8,8
01003620,5.6,6.25,3.25,-1,-1,-1,5.25,3,8.25
01003621,8.4,7.75,8,-1,-1,-1,7,8.8,8.75
01003622,6.8,7.75,6,-1,-1,-1,5.75,3.4,6.5
01003623,5.8,7,-1,-1,-1,-1,9,8.75,-1
01003624,6.4,7.25,7.5,-1,-1,-1,6.5,7.8,9
01003625,-1,4,-1,-1,-1,-1,6,4.25,-1
01003626,6.2,6.25,6.75,-1,-1,-1,7.25,5.2,8.25
01003627,7.6,7.25,5.4,4,5,5.25,-1,-1,-1
01003628,4.2,5.25,-1,-1,-1,-1,6.25,6.75,-1
01003629,8.2,3.5,8,7.25,4,5.25,-1,-1,-1
01003630,7.8,2.75,8.4,7.25,3.25,5.5,-1,-1,-1
01003631,7.4,5.25,6.25,-1,-1,-1,5.75,5.2,7.25
01003632,8.4,3.5,7.8,9,5,6,-1,-1,-1
01003633,6.4,6.5,-1,-1,-1,-1,6.75,6,-1
01003634,6.6,7.5,6.4,4.25,5.75,6.5,-1,-1,-1
01003635,8.4,7.25,8.2,8.25,4,7.25,-1,-1,-1
01003636,8.8,8.5,7.6,3.5,4,6.5,-1,-1,-1
01003637,7.8,8,8,8,5.5,6.5,-1,-1,-1
01003638,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003639,7.2,7.5,7.5,-1,-1,-1,7.5,9,8.75
01003640,6.4,7.75,7.5,-1,-1,-1,5.75,9.2,7.5
01003641,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003642,8.4,6.5,8.6,8.25,4,5.75,-1,-1,-1
01003643,9.4,8.5,8.4,8.25,5,6,-1,-1,-1
01003644,-1,4,-1,-1,-1,-1,2.25,2.25,-1
01003645,8,8.5,8.8,7.25,7,6.25,-1,-1,-1
01003646,6.4,6.25,6.25,-1,-1,-1,5.25,3,7.25
01003647,7.4,7.75,5.5,-1,-1,-1,5.25,8.2,7.75
01003648,7.8,8,6.5,-1,-1,-1,5.75,7.2,8.75
01003649,7.6,9,8.75,-1,-1,-1,7.75,7.4,9
01003650,3.8,5.75,-1,-1,-1,-1,4.5,6.25,-1
01003651,7.8,8.25,7.25,-1,-1,-1,6.75,7.2,8.25
01003652,4.6,6.75,4.75,-1,-1,-1,7.5,2.6,7.75
01003653,7.8,7.75,5.25,-1,-1,-1,4.5,6,6
01003654,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003655,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003656,4.6,6.5,-1,-1,-1,-1,7.25,5,-1
01003657,8,7.5,8.8,-1,-1,-1,-1,-1,-1
01003658,5.4,5.5,-1,-1,-1,-1,7.5,5.25,-1
01003659,2.6,1.5,-1,-1,-1,-1,3.25,5.5,-1
01003660,2.2,3.5,-1,-1,-1,-1,6.5,6.5,-1
01003661,7.2,-1,-1,6,5,-1,-1,-1,-1
01003662,4.8,5,-1,-1,-1,-1,7.5,6,-1
01003663,8.2,8.75,7.6,-1,-1,-1,-1,-1,-1
01003664,-1,7,-1,-1,-1,-1,5.5,5.75,8.5
01003665,3.6,3.5,-1,-1,-1,-1,8,5.5,-1
01003666,-1,7.83,-1,-1,-1,-1,8.25,7.25,-1
01003667,3.6,4.75,-1,-1,-1,-1,3.25,5.25,-1
01003668,2.2,5.25,-1,-1,-1,-1,5,4.5,-1
01003669,6.2,4.5,5.5,-1,-1,-1,5.5,7,-1
01003670,5.2,5.25,-1,-1,-1,-1,8.75,6.25,-1
01003671,6.6,5.75,7,-1,-1,-1,7,8,-1
01003672,7,4.25,-1,-1,-1,-1,5.5,5.25,-1
01003673,9.4,-1,-1,9.25,8.25,2.75,-1,-1,-1
01003674,2.6,3.25,-1,-1,-1,-1,3,3.5,-1
01003675,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003676,2.8,6.25,-1,-1,-1,-1,6.5,7,-1
01003677,-1,4.75,-1,-1,-1,-1,6,7,-1
01003678,8.2,-1,5,7.5,4,7.4,-1,-1,-1
01003679,5.4,4.75,-1,-1,-1,-1,6.25,5.25,-1
01003680,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003681,4.6,5.75,-1,-1,-1,-1,5.5,5,-1
01003682,3.8,5.75,-1,-1,-1,-1,7.5,6,-1
01003683,3.2,5.25,-1,-1,-1,-1,5,5.75,-1
01003684,7.8,8.25,8.6,-1,-1,-1,-1,-1,-1
01003685,1.6,1.5,-1,-1,-1,-1,3.75,4,-1
01003686,6.2,5.75,7.5,-1,-1,-1,8,2.8,-1
01003687,5.6,3.25,-1,-1,-1,-1,5.5,5.5,-1
01003688,3.8,4.25,-1,-1,-1,-1,6.75,7,-1
01003689,8.4,9,7.4,-1,-1,-1,-1,-1,-1
01003690,4,6,-1,-1,-1,-1,5,4.75,-1
01003691,2.2,6.75,-1,-1,-1,-1,4,5.75,-1
01003692,4.6,6,-1,-1,-1,-1,4.25,6,-1
01003693,5.2,6.25,-1,-1,-1,-1,5.5,5.25,-1
01003694,9,7.25,-1,-1,-1,-1,9,-1,-1
01003695,8.2,-1,8.75,6.75,1.5,6.6,-1,-1,-1
01003696,4,7,-1,-1,-1,-1,6,6.5,-1
01003697,3,3.25,-1,-1,-1,-1,6,6.75,-1
01003698,-1,1.75,-1,-1,-1,-1,3.25,6,-1
01003699,8.6,-1,7.8,-1,9.25,-1,-1,-1,-1
01003700,-1,4.75,-1,-1,-1,-1,5.25,5.5,-1
01003701,-1,4,-1,-1,-1,-1,7,7.5,-1
01003702,3,3.5,-1,-1,-1,-1,5.75,5.5,-1
01003703,7.2,5.25,9.25,-1,-1,-1,6.25,6.8,-1
01003704,4.8,-1,-1,-1,-1,-1,3.5,4,-1
01003705,4.6,3.25,-1,-1,-1,-1,4.25,5.75,-1
01003706,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003707,8,7,-1,-1,-1,-1,7,6.75,-1
01003708,9,-1,9.2,-1,8.75,7.75,-1,-1,-1
01003709,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003710,4,4.75,-1,-1,-1,-1,6.25,5,-1
01003711,-1,6.25,-1,-1,-1,-1,5.75,5.5,-1
01003712,4.6,5.5,-1,-1,-1,-1,5.25,5.75,-1
01003713,5.6,6.75,-1,-1,-1,-1,7.5,6.5,-1
01003714,2.8,6.75,-1,-1,-1,-1,5.5,7.5,-1
01003715,2.6,4.75,-1,-1,-1,-1,8,5.25,-1
01003716,5.2,4.25,7.75,-1,-1,-1,7.5,9.2,-1
01003717,8,6.75,7.4,-1,-1,-1,-1,-1,-1
01003718,-1,3.75,-1,-1,-1,-1,-1,-1,-1
01003719,-1,4.25,-1,-1,-1,-1,6.25,6,-1
01003720,4,4.25,-1,-1,-1,-1,4.75,6.75,-1
01003721,5,-1,-1,3.25,2.5,-1,-1,-1,-1
01003722,2.6,2,-1,-1,-1,-1,4.25,4.5,-1
01003723,3.4,3,-1,-1,-1,-1,2.5,3.5,-1
01003724,5.4,6.75,-1,-1,-1,-1,5.5,5.5,-1
01003725,3.4,6.5,-1,-1,-1,-1,5,5.25,-1
01003726,4.4,6.25,-1,-1,-1,-1,6,6.5,-1
01003727,-1,6.25,-1,-1,-1,-1,4.75,4.5,-1
01003728,5.4,7.5,-1,-1,-1,-1,5.25,4.75,-1
01003729,4,6.25,-1,-1,-1,-1,5,4.5,-1
01003730,3.8,6,-1,-1,-1,-1,6.5,4.25,-1
01003731,3.6,6.5,-1,-1,-1,-1,5.25,7.5,-1
01003732,4.6,5.5,-1,-1,-1,-1,8.25,6.75,-1
01003733,7.4,7.75,-1,-1,-1,-1,6.75,7.25,-1
01003734,2.4,1.75,-1,-1,-1,-1,7.5,5.75,-1
01003735,2.4,5.25,-1,-1,-1,-1,4,6.75,-1
01003736,8.6,8.5,5.5,-1,-1,-1,5,9.6,7.75
01003737,3.6,7.25,-1,-1,-1,-1,7.25,6.25,-1
01003738,1.4,2.75,-1,-1,-1,-1,4.25,4.75,-1
01003739,5,5.25,-1,-1,-1,-1,5,5.25,-1
01003740,-1,6.75,-1,-1,-1,-1,9.25,8,-1
01003741,4.6,6,-1,-1,-1,-1,4.75,6,-1
01003742,3.6,2.75,-1,-1,-1,-1,4.75,5.5,-1
01003743,2.8,5.25,-1,-1,-1,-1,4.25,7,-1
01003744,5.4,7,-1,-1,-1,-1,4.75,4.25,-1
01003745,3.8,5.5,-1,-1,-1,-1,6.25,7,-1
01003746,6,3.25,-1,-1,-1,-1,5.5,4.75,-1
01003747,-1,5.75,-1,-1,-1,-1,7.75,5.5,-1
01003748,2.6,4,-1,-1,-1,-1,7.25,4.5,-1
01003749,3,6.25,-1,-1,-1,-1,3.75,5.75,-1
01003750,8.2,-1,7.2,3,-1,-1,-1,-1,-1
01003751,2.8,3.75,-1,-1,-1,-1,7.75,7,-1
01003752,2.8,6.75,-1,-1,-1,-1,3.5,4.5,-1
01003753,3.2,5.5,-1,-1,-1,-1,8.75,8.25,-1
01003754,4.4,6.5,7.5,-1,-1,-1,7.75,7.6,-1
01003755,3,3,-1,-1,-1,-1,7,6.75,-1
01003756,6.2,1.75,-1,-1,-1,-1,7.75,6.5,-1
01003757,7,7,6.75,-1,-1,-1,5.25,9.4,-1
01003758,2.8,5,-1,-1,-1,-1,7,6.5,-1
01003759,-1,5,-1,-1,-1,-1,7.25,7.25,-1
01003760,6.2,7,-1,-1,-1,-1,8.25,6.25,-1
01003761,3,6.5,-1,-1,-1,-1,5.25,5.75,-1
01003762,2.4,3.5,-1,-1,-1,-1,4.25,-1,-1
01003763,2.6,4.75,-1,-1,-1,-1,4,4.25,-1
01003764,5.8,6.25,-1,-1,-1,-1,6,6,-1
01003765,3.8,6,-1,-1,-1,-1,7.5,7.25,-1
01003766,3.4,4,-1,-1,-1,-1,6.75,6.75,-1
01003767,2.8,5,-1,-1,-1,-1,3.25,4,-1
01003768,7.6,6.75,8.2,-1,-1,-1,-1,-1,-1
01003769,9,-1,-1,9.5,9.75,4.5,-1,-1,-1
01003770,5.4,6.75,-1,-1,-1,-1,7.75,6.5,-1
01003771,9.2,-1,8.6,7.75,8.5,-1,-1,-1,-1
01003772,-1,5.75,-1,-1,-1,-1,6.5,7.5,-1
01003773,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003774,3.4,5.75,-1,-1,-1,-1,7,7,-1
01003775,8,6.75,9.4,-1,-1,-1,-1,-1,-1
01003776,5.2,6.5,-1,-1,-1,-1,5,7,-1
01003777,3.2,5.25,-1,-1,-1,-1,5.25,7,-1
01003778,5.8,7,5.8,-1,-1,-1,-1,-1,-1
01003779,4.6,5.25,-1,-1,-1,-1,5.5,4,-1
01003780,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003781,1.4,6,-1,-1,-1,-1,4.25,5.75,-1
01003782,4.4,4.75,-1,-1,-1,-1,7.25,6,-1
01003783,5,5.75,-1,-1,-1,-1,3.75,6,-1
01003784,2,4,-1,-1,-1,-1,5.75,5.25,-1
01003785,3.8,5.75,-1,-1,-1,-1,4.75,4.5,-1
01003786,7.8,6,7.2,-1,-1,-1,-1,-1,-1
01003787,2.4,2.75,-1,-1,-1,-1,7.25,4.75,-1
01003788,-1,4,-1,-1,-1,-1,4.25,6.5,-1
01003789,4,4.5,-1,-1,-1,-1,6,4.25,-1
01003790,2.2,2.71,-1,-1,-1,-1,6,3.25,-1
01003791,8.8,-1,-1,7.25,8,-1,-1,-1,-1
01003792,7.2,7,-1,-1,-1,-1,5.75,5.5,-1
01003793,4.6,6.25,-1,-1,-1,-1,4.25,5,-1
01003794,2.2,5.5,-1,-1,-1,-1,5.25,5.5,-1
01003795,4.8,4.5,-1,-1,-1,-1,4.5,5,-1
01003796,2.8,3.75,-1,-1,-1,-1,4.25,5,-1
01003797,3,4,-1,-1,-1,-1,4,6.75,-1
01003798,6.6,6.5,9.8,-1,-1,-1,-1,-1,-1
01003799,7.4,7.75,9,-1,-1,-1,-1,-1,-1
01003800,3.6,3,-1,-1,-1,-1,3.25,4.75,-1
01003801,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003802,2.8,2,8,-1,-1,-1,5.75,5.8,-1
01003803,8.4,9.25,9.4,-1,-1,-1,-1,-1,-1
01003804,2.6,5.75,-1,-1,-1,-1,4.5,4.75,-1
01003805,-1,5,-1,-1,-1,-1,8.5,8.25,-1
01003806,4.4,5.25,-1,-1,-1,-1,5.75,7,-1
01003807,5.4,7,-1,-1,-1,-1,5,6.75,-1
01003808,2.6,3.5,-1,-1,-1,-1,2.75,6,-1
01003809,8,7.75,4.5,-1,-1,-1,5.5,7.6,7.75
01003810,7.2,6.5,4.4,6.75,4,6.75,-1,-1,-1
01003811,5.8,8,8.25,-1,-1,-1,8,7,8
01003812,8.4,8.25,7.5,-1,-1,-1,7.25,9.6,9
01003813,8,7.5,6.5,-1,-1,-1,7,9.2,8.25
01003814,8,8.25,6.25,-1,-1,-1,6.75,8.8,8.25
01003815,8.4,7.5,9.2,6.5,6,5.75,-1,-1,-1
01003816,8.2,6.75,6.75,-1,-1,-1,5.75,8.8,8.5
01003817,7.6,9.25,8,-1,-1,-1,7,9.2,7.75
01003818,7.6,7,7.25,-1,-1,-1,7.5,9.4,7.25
01003819,6.6,6.5,6,-1,-1,-1,7,7.8,7.75
01003820,8.6,8,6.25,-1,-1,-1,7.75,8.8,8.25
01003821,8.4,8,8,-1,-1,-1,7.5,9.6,8.5
01003822,4.6,6,-1,-1,-1,-1,9.25,8.5,-1
01003823,8.2,7.75,5.75,-1,-1,-1,6.75,7.8,8.25
01003824,7,6.5,5.25,-1,-1,-1,4.5,7.2,7
01003825,7.8,5,6.8,6.25,5.5,5.5,-1,-1,-1
01003826,9,4.25,8.2,8.25,5,5.5,-1,-1,-1
01003827,5.4,3,-1,-1,-1,-1,7.25,7,-1
01003828,5.8,5.5,7.25,-1,-1,-1,7,5,8
01003829,6,6,6.75,-1,-1,-1,7.5,8.8,8.25
01003830,8.4,5.25,8.25,-1,-1,-1,7.25,7.4,8.5
01003831,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003832,7.8,6,8.75,-1,-1,-1,7,9,8.75
01003833,3.6,2,-1,-1,-1,-1,4.75,5.5,-1
01003834,7.8,6.5,6.5,-1,-1,-1,8,9.4,9
01003835,7,6.25,7.75,-1,-1,-1,6.5,7,8
01003836,7.8,6,5.75,-1,-1,-1,7.25,6.4,6.75
01003837,7.8,6.25,6.75,-1,-1,-1,6.25,7.8,7.25
01003838,5.6,5,-1,-1,-1,-1,8.25,7.75,-1
01003839,6.6,5,6,-1,-1,-1,5.5,7.2,7.75
01003840,3.8,5.5,4.25,-1,-1,-1,5,4.2,6.25
01003841,8,7.75,8.5,-1,-1,-1,6.5,6.2,8.25
01003842,3.6,5.25,5.75,-1,-1,-1,6,4,7.5
01003843,2.8,3.5,-1,-1,-1,-1,4,4,-1
01003844,4.2,5.25,4.25,-1,-1,-1,5.75,2,7
01003845,7.6,7.5,8,-1,-1,-1,6,9.4,8
01003846,7.8,6.5,9.6,-1,-1,-1,-1,-1,-1
01003847,4.8,3.5,-1,-1,-1,-1,6.25,6,-1
01003848,3.8,3.25,-1,-1,-1,-1,5.5,4.25,-1
01003849,6.6,6.25,7.5,-1,-1,-1,6.25,5.6,8.75
01003850,-1,2.25,-1,-1,-1,-1,3.25,4.25,-1
01003851,8.6,5.5,4.75,-1,-1,-1,5.25,6.8,7.25
01003852,-1,6,-1,-1,-1,-1,8.25,8.25,-1
01003853,8.2,6.25,5.75,-1,-1,-1,6.5,6.2,7.75
01003854,7.4,8.25,6.25,-1,-1,-1,7.75,9.4,9
01003855,8.6,8.25,8.75,-1,-1,-1,8,9,8.75
01003856,7.4,7,9.5,-1,-1,-1,8.25,8.8,8.5
01003857,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003858,6.2,5.5,6.25,-1,-1,-1,6.75,7.6,7.25
01003859,8.6,7.25,7.75,-1,-1,-1,7.5,9.2,8.25
01003860,5.2,5.5,5,-1,-1,-1,6.25,3.4,7.75
01003861,5.6,8.5,9,-1,-1,-1,8.25,8.8,8.75
01003862,3.6,3.5,-1,-1,-1,-1,3.5,5,-1
01003863,7.4,8,6.25,-1,-1,-1,6.5,7.6,7.25
01003864,7.4,5,7.75,-1,-1,-1,6.5,7.8,8.25
01003865,8,8.25,8,-1,-1,-1,6.25,9,8.25
01003866,5.8,6,7,-1,-1,-1,5.5,2.4,8
01003867,5.8,6.25,4.75,-1,-1,-1,4,7.8,5
01003868,6.6,7.1,-1,-1,-1,-1,4,5.5,-1
01003869,7.6,7.75,7.5,-1,-1,-1,8.5,6.6,7.75
01003870,6.6,7,8,-1,-1,-1,5,5.2,8.75
01003871,5.4,6,4.5,-1,-1,-1,6.75,2.4,6.75
01003872,7,5.5,6.75,-1,-1,-1,3.75,6.6,7
01003873,5.8,5.25,4.5,-1,-1,-1,7.5,6.8,6
01003874,6.2,6.5,5.75,-1,-1,-1,7.25,6,7.75
01003875,7.2,4.75,7.75,-1,-1,-1,7.75,4.2,7.75
01003876,5.4,5,-1,-1,-1,-1,5.25,6.75,-1
01003877,8,8,7.5,-1,-1,-1,6.25,6.6,7.75
01003878,-1,4.25,-1,-1,-1,-1,8.5,7.25,-1
01003879,5,6,6.75,-1,-1,-1,5.25,3,7.5
01003880,5.8,5.75,8.75,-1,-1,-1,8,7,8
01003881,5.2,7,6.25,-1,-1,-1,7.25,9.4,7.5
01003882,6.8,5,-1,-1,-1,-1,9,7.75,-1
01003883,3.4,4,-1,-1,-1,-1,6.75,8,-1
01003884,5.6,6.5,5.25,-1,-1,-1,5.25,4.6,7.75
01003885,2.8,4.25,1.75,-1,-1,-1,4,3,7.5
01003886,8.6,7.5,9.5,-1,-1,-1,7,9.6,8.75
01003887,6,6,-1,-1,-1,-1,7.5,6.75,-1
01003888,4.4,7,5,-1,-1,-1,4.75,6.6,7.5
01003889,8,7.25,8.75,-1,-1,-1,8,7.2,8.75
01003890,6.4,7.25,6,-1,-1,-1,5.5,5,8.25
01003891,8,8,8.25,-1,-1,-1,8.5,8.8,8.25
01003892,-1,6,-1,-1,-1,-1,6.5,5.25,-1
01003893,2.2,3.5,-1,-1,-1,-1,6.5,4.75,-1
01003894,-1,2.25,-1,-1,-1,-1,4.5,4,-1
01003895,2.6,2.5,-1,-1,-1,-1,2,3.75,-1
01003896,-1,3,-1,-1,-1,-1,5.75,3.5,-1
01003897,3.4,3,-1,-1,-1,-1,4.25,7.25,-1
01003898,5.8,7.5,-1,-1,-1,-1,4.5,5.75,-1
01003899,4,5.25,-1,-1,-1,-1,4,5,-1
01003900,4.2,5.5,-1,-1,-1,-1,3.5,5.75,-1
01003901,4.4,5.25,-1,-1,-1,-1,2.75,5.5,-1
01003902,4.2,7.25,-1,-1,-1,-1,7.5,7.25,-1
01003903,4.2,5,-1,-1,-1,-1,6.25,6.5,-1
01003904,5.6,4.25,-1,3.75,2.25,2.25,-1,-1,-1
01003905,3.4,3.75,-1,-1,-1,-1,6.75,6,-1
01003906,4.4,5.25,-1,-1,-1,-1,7.75,6,-1
01003907,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003908,-1,4,-1,-1,-1,-1,5,6.5,-1
01003909,4.8,4.5,-1,-1,-1,-1,5.75,6,-1
01003910,2.6,5.5,-1,-1,-1,-1,1,5,-1
01003911,3.8,4.5,-1,-1,-1,-1,4.75,6,-1
01003912,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003913,2,2.25,-1,-1,-1,-1,7.25,6.75,-1
01003914,5.2,6.25,-1,-1,-1,-1,3,4.75,-1
01003915,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003916,7,6.25,-1,-1,-1,-1,7,7.5,-1
01003917,2.8,3.5,-1,-1,-1,-1,3.25,4.25,-1
01003918,3.8,5,-1,-1,-1,-1,6,6.25,-1
01003919,6,7.25,-1,-1,-1,-1,7,5.5,-1
01003920,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003921,3,7.25,-1,-1,-1,-1,3.5,4.75,-1
01003922,4.6,6.75,-1,-1,-1,-1,5.5,5,-1
01003923,6,6.5,-1,-1,-1,-1,6.5,5.75,-1
01003924,-1,5,-1,-1,-1,-1,7.25,6.5,-1
01003925,7.8,6.75,-1,-1,-1,-1,9.75,-1,-1
01003926,2.8,3.75,-1,-1,-1,-1,4.75,6.25,-1
01003927,4.2,6.25,-1,-1,-1,-1,6.75,5.5,-1
01003928,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003929,5,7.25,-1,-1,-1,-1,7.75,6.25,-1
01003930,3.2,5.25,-1,-1,-1,-1,5.5,4.75,-1
01003931,5.6,5,-1,-1,-1,-1,5,6.25,-1
01003932,2.4,5.25,-1,-1,-1,-1,7.75,8.25,-1
01003933,4.4,5.75,-1,-1,-1,-1,4,5,-1
01003934,4.4,5.25,-1,-1,-1,-1,4,6.75,-1
01003935,4.2,5.75,-1,-1,-1,-1,5,6.25,-1
01003936,7.4,6.25,6.25,-1,-1,-1,6,8.6,8.5
01003937,7,5.75,-1,-1,-1,-1,7,8.5,-1
01003938,3,3.25,-1,-1,-1,-1,5,2.5,-1
01003939,2,2,-1,-1,-1,-1,5.75,7,-1
01003940,8,4,-1,-1,-1,-1,8.5,8.5,-1
01003941,6.8,6,-1,-1,-1,-1,7.5,6.5,-1
01003942,3,4,-1,-1,-1,-1,6.25,4.25,-1
01003943,8,5.75,-1,-1,-1,-1,6.75,7.5,-1
01003944,2.6,3.5,-1,-1,-1,-1,5.75,4.5,-1
01003945,6,4.25,-1,-1,-1,-1,5.5,5.25,-1
01003946,4,4,-1,-1,-1,-1,6,6.25,-1
01003947,-1,8.25,-1,-1,-1,-1,9,8.75,-1
01003948,7.8,-1,9.25,9,2.5,6.2,-1,-1,-1
01003949,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003950,6.6,5.25,3.5,-1,-1,-1,5.25,2.8,-1
01003951,1.4,4.75,-1,-1,-1,-1,2,4.25,-1
01003952,3.6,6.75,-1,-1,-1,-1,7,6,-1
01003953,4.6,6.5,-1,-1,-1,-1,5,6.5,-1
01003954,5.2,5.75,-1,-1,-1,-1,6.75,6.25,-1
01003955,5.6,6,-1,-1,-1,-1,6.5,6.25,-1
01003956,8.4,6,7.25,-1,-1,-1,7.25,8,-1
01003957,-1,7.25,-1,-1,-1,-1,10,8.5,-1
01003958,6,6.25,-1,-1,-1,-1,8.25,7,-1
01003959,8,6.25,8.8,8.75,2.25,6.25,-1,-1,-1
01003960,4,5.75,-1,-1,-1,-1,7.75,6.75,-1
01003961,5,4.25,-1,-1,-1,-1,5.25,6.25,-1
01003962,4.6,6.25,5.25,-1,-1,-1,6.25,8.4,-1
01003963,6.8,6.25,-1,-1,-1,-1,6.5,5.25,-1
01003964,-1,-1,-1,-1,-1,-1,-1,-1,-1
01003965,2.8,6.75,-1,-1,-1,-1,5.75,5.75,-1
01003966,6.8,5,-1,6,4,5,-1,-1,-1
01003967,8.6,8.25,-1,5.75,7.5,7,-1,-1,-1
01003968,8.2,4.25,-1,8,3,4.75,-1,-1,-1
01003969,7.6,6,-1,6,5,5.5,-1,-1,-1
01003970,8,8.5,-1,7.5,8.75,7.75,-1,-1,-1
01003971,8.2,5,-1,8,3.75,6,-1,-1,-1
01003972,7.8,7.5,-1,4.75,5.75,7,-1,-1,-1
01003973,8.4,6.75,-1,8,6,7.5,-1,-1,-1
